"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 04:19:55 UTC 2022","Tue Jun 28 04:19:55 UTC 2022","121","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'failed'","can update status of an order to 'failed'",""
"passed","Tue Jun 28 04:19:55 UTC 2022","Tue Jun 28 04:19:55 UTC 2022","168","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add a product to an order","can add a product to an order",""
"passed","Tue Jun 28 04:19:22 UTC 2022","Tue Jun 28 04:19:22 UTC 2022","106","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tax class","tax class",""
"passed","Tue Jun 28 04:20:05 UTC 2022","Tue Jun 28 04:20:05 UTC 2022","210","","Shipping methods API tests","","Shipping methods API tests","can add a 'Local pickup' shipping method","can add a 'Local pickup' shipping method",""
"passed","Tue Jun 28 04:19:38 UTC 2022","Tue Jun 28 04:19:38 UTC 2022","552","","Orders API tests List all orders","","Orders API tests List all orders","inclusion / exclusion","inclusion / exclusion",""
"passed","Tue Jun 28 04:20:04 UTC 2022","Tue Jun 28 04:20:04 UTC 2022","106","","Order Search API tests","","Order Search API tests","can search by shipping state","can search by shipping state",""
"passed","Tue Jun 28 04:19:19 UTC 2022","Tue Jun 28 04:19:19 UTC 2022","482","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","inclusion / exclusion","inclusion / exclusion",""
"passed","Tue Jun 28 04:19:38 UTC 2022","Tue Jun 28 04:19:39 UTC 2022","346","","Orders API tests List all orders","","Orders API tests List all orders","parent","parent",""
"passed","Tue Jun 28 04:19:49 UTC 2022","Tue Jun 28 04:19:49 UTC 2022","345","","Products API tests: CRUD","","Products API tests: CRUD","can add a virtual product","can add a virtual product",""
"passed","Tue Jun 28 04:20:04 UTC 2022","Tue Jun 28 04:20:04 UTC 2022","133","","Order Search API tests","","Order Search API tests","can search by shipping post code","can search by shipping post code",""
"passed","Tue Jun 28 04:19:41 UTC 2022","Tue Jun 28 04:19:41 UTC 2022","208","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","date","date",""
"passed","Tue Jun 28 04:19:54 UTC 2022","Tue Jun 28 04:19:54 UTC 2022","116","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'pending'","can update status of an order to 'pending'",""
"passed","Tue Jun 28 04:19:23 UTC 2022","Tue Jun 28 04:19:23 UTC 2022","271","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","parent","parent",""
"passed","Tue Jun 28 04:19:19 UTC 2022","Tue Jun 28 04:19:19 UTC 2022","215","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","search","search",""
"passed","Tue Jun 28 04:20:00 UTC 2022","Tue Jun 28 04:20:00 UTC 2022","102","","Shipping zones API tests","","Shipping zones API tests","can retrieve a shipping zone","can retrieve a shipping zone",""
"passed","Tue Jun 28 04:20:03 UTC 2022","Tue Jun 28 04:20:03 UTC 2022","106","","Order Search API tests","","Order Search API tests","can search by billing company name","can search by billing company name",""
"passed","Tue Jun 28 04:20:03 UTC 2022","Tue Jun 28 04:20:03 UTC 2022","106","","Order Search API tests","","Order Search API tests","can search by shipping first name","can search by shipping first name",""
"passed","Tue Jun 28 04:20:03 UTC 2022","Tue Jun 28 04:20:03 UTC 2022","106","","Order Search API tests","","Order Search API tests","can search by billing address 2","can search by billing address 2",""
"passed","Tue Jun 28 04:20:03 UTC 2022","Tue Jun 28 04:20:03 UTC 2022","106","","Order Search API tests","","Order Search API tests","can search by billing post code","can search by billing post code",""
"passed","Tue Jun 28 04:19:51 UTC 2022","Tue Jun 28 04:19:51 UTC 2022","169","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create a pending order by default","can create a pending order by default",""
