"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 24 16:47:15 UTC 2022","Tue May 24 16:47:15 UTC 2022","91","","Coupons API tests List coupons","","Coupons API tests List coupons","can list all coupons by default","can list all coupons by default",""
"passed","Tue May 24 16:47:29 UTC 2022","Tue May 24 16:47:29 UTC 2022","87","","Order Search API tests","","Order Search API tests","can search by shipping address 2","can search by shipping address 2",""
"passed","Tue May 24 16:47:21 UTC 2022","Tue May 24 16:47:21 UTC 2022","176","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'processing'","can update status of an order to 'processing'",""
"passed","Tue May 24 16:47:22 UTC 2022","Tue May 24 16:47:22 UTC 2022","139","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add a product to an order","can add a product to an order",""
"passed","Tue May 24 16:46:52 UTC 2022","Tue May 24 16:46:53 UTC 2022","209","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","before / after","before / after",""
"passed","Tue May 24 16:47:26 UTC 2022","Tue May 24 16:47:26 UTC 2022","84","","Shipping zones API tests","","Shipping zones API tests","can retrieve a shipping zone","can retrieve a shipping zone",""
"passed","Tue May 24 16:47:29 UTC 2022","Tue May 24 16:47:29 UTC 2022","87","","Order Search API tests","","Order Search API tests","can return an empty result set when no matches were found","can return an empty result set when no matches were found",""
"passed","Tue May 24 16:47:18 UTC 2022","Tue May 24 16:47:18 UTC 2022","161","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create a pending order by default","can create a pending order by default",""
"passed","Tue May 24 16:47:19 UTC 2022","Tue May 24 16:47:20 UTC 2022","365","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'completed'","can create an order with status 'completed'",""
"passed","Tue May 24 16:47:26 UTC 2022","Tue May 24 16:47:26 UTC 2022","88","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Tue May 24 16:47:06 UTC 2022","Tue May 24 16:47:06 UTC 2022","162","","Orders API tests","","Orders API tests","can create an order","can create an order",""
"passed","Tue May 24 16:47:08 UTC 2022","Tue May 24 16:47:08 UTC 2022","291","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Tue May 24 16:46:53 UTC 2022","Tue May 24 16:46:53 UTC 2022","172","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","status","status",""
"passed","Tue May 24 16:46:53 UTC 2022","Tue May 24 16:46:53 UTC 2022","90","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tax class","tax class",""
"passed","Tue May 24 16:47:15 UTC 2022","Tue May 24 16:47:15 UTC 2022","89","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit results to matching string","can limit results to matching string",""
"passed","Tue May 24 16:47:12 UTC 2022","Tue May 24 16:47:14 UTC 2022","1274","","Coupons API tests","","Coupons API tests","can create a coupon","can create a coupon",""
"passed","Tue May 24 16:47:18 UTC 2022","Tue May 24 16:47:18 UTC 2022","324","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch delete products","can batch delete products",""
"passed","Tue May 24 16:46:50 UTC 2022","Tue May 24 16:46:51 UTC 2022","174","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","slug","slug",""
"passed","Tue May 24 16:47:30 UTC 2022","Tue May 24 16:47:30 UTC 2022","173","","Shipping methods API tests","","Shipping methods API tests","can add a 'Local pickup' shipping method","can add a 'Local pickup' shipping method",""
"passed","Tue May 24 16:47:07 UTC 2022","Tue May 24 16:47:07 UTC 2022","484","","Orders API tests List all orders","","Orders API tests List all orders","inclusion / exclusion","inclusion / exclusion",""
"passed","Tue May 24 16:47:21 UTC 2022","Tue May 24 16:47:21 UTC 2022","103","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'on-hold'","can update status of an order to 'on-hold'",""
"passed","Tue May 24 16:47:14 UTC 2022","Tue May 24 16:47:14 UTC 2022","114","","Coupons API tests","","Coupons API tests","can update a coupon","can update a coupon",""
"passed","Tue May 24 16:47:20 UTC 2022","Tue May 24 16:47:21 UTC 2022","306","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'failed'","can create an order with status 'failed'",""
"passed","Tue May 24 16:47:17 UTC 2022","Tue May 24 16:47:17 UTC 2022","208","","Products API tests: CRUD","","Products API tests: CRUD","can delete a product","can delete a product",""
"passed","Tue May 24 16:47:20 UTC 2022","Tue May 24 16:47:20 UTC 2022","296","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'refunded'","can create an order with status 'refunded'",""
"passed","Tue May 24 16:46:53 UTC 2022","Tue May 24 16:46:53 UTC 2022","116","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Tue May 24 16:47:28 UTC 2022","Tue May 24 16:47:29 UTC 2022","88","","Order Search API tests","","Order Search API tests","can search by billing address 2","can search by billing address 2",""
"skipped","Tue May 24 16:46:55 UTC 2022","Tue May 24 16:46:55 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (asc)","rating (asc)",""
"passed","Tue May 24 16:46:53 UTC 2022","Tue May 24 16:46:53 UTC 2022","90","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","shipping class","shipping class",""
"passed","Tue May 24 16:46:53 UTC 2022","Tue May 24 16:46:53 UTC 2022","226","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","parent","parent",""
"passed","Tue May 24 16:47:29 UTC 2022","Tue May 24 16:47:29 UTC 2022","87","","Order Search API tests","","Order Search API tests","can search by shipping state","can search by shipping state",""
"passed","Tue May 24 16:47:22 UTC 2022","Tue May 24 16:47:22 UTC 2022","102","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'failed'","can update status of an order to 'failed'",""
"passed","Tue May 24 16:47:17 UTC 2022","Tue May 24 16:47:17 UTC 2022","207","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch create products","can batch create products",""
"passed","Tue May 24 16:47:14 UTC 2022","Tue May 24 16:47:14 UTC 2022","94","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch update coupons","can batch update coupons",""
"passed","Tue May 24 16:47:15 UTC 2022","Tue May 24 16:47:15 UTC 2022","90","","Coupons API tests List coupons","","Coupons API tests List coupons","can paginate results","can paginate results",""
"passed","Tue May 24 16:47:09 UTC 2022","Tue May 24 16:47:09 UTC 2022","190","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","default","default",""
"passed","Tue May 24 16:47:29 UTC 2022","Tue May 24 16:47:29 UTC 2022","88","","Order Search API tests","","Order Search API tests","can search by billing post code","can search by billing post code",""
"passed","Tue May 24 16:46:54 UTC 2022","Tue May 24 16:46:54 UTC 2022","287","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Tue May 24 16:47:21 UTC 2022","Tue May 24 16:47:22 UTC 2022","112","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'cancelled'","can update status of an order to 'cancelled'",""
"passed","Tue May 24 16:46:55 UTC 2022","Tue May 24 16:46:55 UTC 2022","102","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Tue May 24 16:47:06 UTC 2022","Tue May 24 16:47:07 UTC 2022","622","","Orders API tests List all orders","","Orders API tests List all orders","pagination","pagination",""
"passed","Tue May 24 16:47:29 UTC 2022","Tue May 24 16:47:29 UTC 2022","88","","Order Search API tests","","Order Search API tests","can search by shipping last name","can search by shipping last name",""
"passed","Tue May 24 16:46:53 UTC 2022","Tue May 24 16:46:53 UTC 2022","97","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tags","tags",""
"passed","Tue May 24 16:47:21 UTC 2022","Tue May 24 16:47:21 UTC 2022","145","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'completed'","can update status of an order to 'completed'",""
"passed","Tue May 24 16:47:09 UTC 2022","Tue May 24 16:47:10 UTC 2022","186","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","date","date",""
"passed","Tue May 24 16:47:16 UTC 2022","Tue May 24 16:47:17 UTC 2022","273","","Products API tests: CRUD","","Products API tests: CRUD","can add a virtual product","can add a virtual product",""
"passed","Tue May 24 16:47:08 UTC 2022","Tue May 24 16:47:09 UTC 2022","313","","Orders API tests List all orders","","Orders API tests List all orders","dp (precision)","dp (precision)",""
"passed","Tue May 24 16:47:17 UTC 2022","Tue May 24 16:47:17 UTC 2022","97","","Products API tests: CRUD","","Products API tests: CRUD","can view a single product","can view a single product",""
"passed","Tue May 24 16:47:30 UTC 2022","Tue May 24 16:47:30 UTC 2022","190","","Shipping methods API tests","","Shipping methods API tests","can add a 'Flat rate' shipping method","can add a 'Flat rate' shipping method",""
"passed","Tue May 24 16:46:50 UTC 2022","Tue May 24 16:46:50 UTC 2022","178","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","search","search",""
