"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 27 10:29:29 UTC 2022","Fri May 27 10:29:30 UTC 2022","183","","Orders API tests","","Orders API tests","can permanently delete an order","can permanently delete an order",""
"passed","Fri May 27 10:29:43 UTC 2022","Fri May 27 10:29:43 UTC 2022","98","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'failed'","can update status of an order to 'failed'",""
"passed","Fri May 27 10:29:17 UTC 2022","Fri May 27 10:29:17 UTC 2022","194","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","featured","featured",""
"passed","Fri May 27 10:29:50 UTC 2022","Fri May 27 10:29:50 UTC 2022","72","","Order Search API tests","","Order Search API tests","can return an empty result set when no matches were found","can return an empty result set when no matches were found",""
"passed","Fri May 27 10:29:49 UTC 2022","Fri May 27 10:29:49 UTC 2022","81","","Order Search API tests","","Order Search API tests","can search by billing company name","can search by billing company name",""
"passed","Fri May 27 10:29:49 UTC 2022","Fri May 27 10:29:49 UTC 2022","90","","Order Search API tests","","Order Search API tests","can search by orderId","can search by orderId",""
"passed","Fri May 27 10:29:39 UTC 2022","Fri May 27 10:29:39 UTC 2022","175","","Products API tests: CRUD","","Products API tests: CRUD","can delete a product","can delete a product",""
"passed","Fri May 27 10:29:32 UTC 2022","Fri May 27 10:29:33 UTC 2022","169","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","date","date",""
"passed","Fri May 27 10:29:18 UTC 2022","Fri May 27 10:29:18 UTC 2022","87","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Fri May 27 10:29:17 UTC 2022","Fri May 27 10:29:18 UTC 2022","207","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","on sale","on sale",""
"passed","Fri May 27 10:29:16 UTC 2022","Fri May 27 10:29:17 UTC 2022","157","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","sku","sku",""
"passed","Fri May 27 10:29:43 UTC 2022","Fri May 27 10:29:43 UTC 2022","140","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'processing'","can update status of an order to 'processing'",""
"passed","Fri May 27 10:29:45 UTC 2022","Fri May 27 10:29:46 UTC 2022","289","","Orders API test","","Orders API test","can add complex order","can add complex order",""
"passed","Fri May 27 10:29:41 UTC 2022","Fri May 27 10:29:41 UTC 2022","286","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'on-hold'","can create an order with status 'on-hold'",""
"passed","Fri May 27 10:29:42 UTC 2022","Fri May 27 10:29:42 UTC 2022","260","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'failed'","can create an order with status 'failed'",""
"passed","Fri May 27 10:29:40 UTC 2022","Fri May 27 10:29:40 UTC 2022","134","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch update products","can batch update products",""
"passed","Fri May 27 10:29:41 UTC 2022","Fri May 27 10:29:41 UTC 2022","289","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'processing'","can create an order with status 'processing'",""
"passed","Fri May 27 10:29:15 UTC 2022","Fri May 27 10:29:16 UTC 2022","441","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","pagination","pagination",""
