"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 27 17:01:13 UTC 2022","Fri May 27 17:01:13 UTC 2022","247","","Orders API tests","","Orders API tests","can permanently delete an order","can permanently delete an order",""
"passed","Fri May 27 17:01:15 UTC 2022","Fri May 27 17:01:16 UTC 2022","681","","Orders API tests List all orders","","Orders API tests List all orders","search","search",""
"passed","Fri May 27 17:01:25 UTC 2022","Fri May 27 17:01:25 UTC 2022","138","","Products API tests: CRUD","","Products API tests: CRUD","can update a single product","can update a single product",""
"passed","Fri May 27 17:00:56 UTC 2022","Fri May 27 17:00:57 UTC 2022","263","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","featured","featured",""
"passed","Fri May 27 17:00:59 UTC 2022","Fri May 27 17:01:00 UTC 2022","355","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","title","title",""
"passed","Fri May 27 17:01:12 UTC 2022","Fri May 27 17:01:12 UTC 2022","91","","Orders API tests","","Orders API tests","can retrieve an order","can retrieve an order",""
"passed","Fri May 27 17:01:34 UTC 2022","Fri May 27 17:01:34 UTC 2022","92","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Fri May 27 17:01:16 UTC 2022","Fri May 27 17:01:17 UTC 2022","219","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","date","date",""
"passed","Fri May 27 17:01:38 UTC 2022","Fri May 27 17:01:38 UTC 2022","89","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Fri May 27 17:01:14 UTC 2022","Fri May 27 17:01:14 UTC 2022","317","","Orders API tests List all orders","","Orders API tests List all orders","parent","parent",""
"passed","Fri May 27 17:00:59 UTC 2022","Fri May 27 17:00:59 UTC 2022","286","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Fri May 27 17:01:01 UTC 2022","Fri May 27 17:01:01 UTC 2022","106","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Fri May 27 17:01:30 UTC 2022","Fri May 27 17:01:30 UTC 2022","141","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Fri May 27 17:01:34 UTC 2022","Fri May 27 17:01:34 UTC 2022","277","","Shipping zones API tests","","Shipping zones API tests","cannot delete the default shipping zone ""Locations not covered by your other zones""","cannot delete the default shipping zone ""Locations not covered by your other zones""",""
"passed","Fri May 27 17:00:58 UTC 2022","Fri May 27 17:00:58 UTC 2022","97","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tags","tags",""
"passed","Fri May 27 17:01:30 UTC 2022","Fri May 27 17:01:30 UTC 2022","161","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'completed'","can update status of an order to 'completed'",""
"skipped","Fri May 27 17:01:01 UTC 2022","Fri May 27 17:01:01 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (asc)","popularity (asc)",""
"passed","Fri May 27 17:01:25 UTC 2022","Fri May 27 17:01:25 UTC 2022","261","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch create products","can batch create products",""
"passed","Fri May 27 17:01:00 UTC 2022","Fri May 27 17:01:01 UTC 2022","241","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","include","include",""
"passed","Fri May 27 17:01:21 UTC 2022","Fri May 27 17:01:22 UTC 2022","214","","Coupons API tests","","Coupons API tests","can permanently delete a coupon","can permanently delete a coupon",""
"passed","Fri May 27 17:00:57 UTC 2022","Fri May 27 17:00:57 UTC 2022","284","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","categories","categories",""
"passed","Fri May 27 17:01:25 UTC 2022","Fri May 27 17:01:25 UTC 2022","242","","Products API tests: CRUD","","Products API tests: CRUD","can delete a product","can delete a product",""
"passed","Fri May 27 17:01:35 UTC 2022","Fri May 27 17:01:35 UTC 2022","184","","Shipping zones API tests","","Shipping zones API tests","can delete a shipping zone","can delete a shipping zone",""
