"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 09 00:24:32 UTC 2022","Thu Jun 09 00:24:32 UTC 2022","97","","Orders API tests: CRUD Retrieve an order","","Orders API tests: CRUD Retrieve an order","can retrieve an order","can retrieve an order",""
"passed","Thu Jun 09 00:24:41 UTC 2022","Thu Jun 09 00:24:41 UTC 2022","105","","Order Search API tests","","Order Search API tests","can search by shipping last name","can search by shipping last name",""
"passed","Thu Jun 09 00:24:20 UTC 2022","Thu Jun 09 00:24:20 UTC 2022","649","","Orders API tests List all orders","","Orders API tests List all orders","search","search",""
"passed","Thu Jun 09 00:24:03 UTC 2022","Thu Jun 09 00:24:03 UTC 2022","343","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","price","price",""
"passed","Thu Jun 09 00:24:37 UTC 2022","Thu Jun 09 00:24:37 UTC 2022","99","","Shipping zones API tests","","Shipping zones API tests","can list all shipping zones","can list all shipping zones",""
"passed","Thu Jun 09 00:24:17 UTC 2022","Thu Jun 09 00:24:17 UTC 2022","153","","Orders API tests","","Orders API tests","can create an order","can create an order",""
"passed","Thu Jun 09 00:24:18 UTC 2022","Thu Jun 09 00:24:19 UTC 2022","293","","Orders API tests List all orders","","Orders API tests List all orders","parent","parent",""
"passed","Thu Jun 09 00:24:20 UTC 2022","Thu Jun 09 00:24:21 UTC 2022","195","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","default","default",""
"passed","Thu Jun 09 00:24:02 UTC 2022","Thu Jun 09 00:24:03 UTC 2022","304","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","on sale","on sale",""
"passed","Thu Jun 09 00:24:37 UTC 2022","Thu Jun 09 00:24:38 UTC 2022","194","","Shipping zones API tests","","Shipping zones API tests","can delete a shipping zone","can delete a shipping zone",""
"passed","Thu Jun 09 00:24:32 UTC 2022","Thu Jun 09 00:24:33 UTC 2022","167","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'processing'","can update status of an order to 'processing'",""
"passed","Thu Jun 09 00:24:19 UTC 2022","Thu Jun 09 00:24:19 UTC 2022","297","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Thu Jun 09 00:24:34 UTC 2022","Thu Jun 09 00:24:34 UTC 2022","236","","Orders API tests: CRUD Delete an order","","Orders API tests: CRUD Delete an order","can permanently delete an order","can permanently delete an order",""
"skipped","Thu Jun 09 00:24:06 UTC 2022","Thu Jun 09 00:24:06 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (asc)","popularity (asc)",""
"passed","Thu Jun 09 00:24:41 UTC 2022","Thu Jun 09 00:24:41 UTC 2022","99","","Order Search API tests","","Order Search API tests","can search by shipping post code","can search by shipping post code",""
"passed","Thu Jun 09 00:24:32 UTC 2022","Thu Jun 09 00:24:32 UTC 2022","107","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'pending'","can update status of an order to 'pending'",""
"passed","Thu Jun 09 00:24:41 UTC 2022","Thu Jun 09 00:24:42 UTC 2022","221","","Shipping methods API tests","","Shipping methods API tests","can add a 'Flat rate' shipping method","can add a 'Flat rate' shipping method",""
"passed","Thu Jun 09 00:24:03 UTC 2022","Thu Jun 09 00:24:03 UTC 2022","112","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Thu Jun 09 00:24:17 UTC 2022","Thu Jun 09 00:24:17 UTC 2022","98","","Orders API tests","","Orders API tests","can retrieve an order","can retrieve an order",""
"passed","Thu Jun 09 00:24:37 UTC 2022","Thu Jun 09 00:24:37 UTC 2022","93","","Shipping zones API tests","","Shipping zones API tests","can retrieve a shipping zone","can retrieve a shipping zone",""
"passed","Thu Jun 09 00:24:30 UTC 2022","Thu Jun 09 00:24:31 UTC 2022","343","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'on-hold'","can create an order with status 'on-hold'",""
"passed","Thu Jun 09 00:24:05 UTC 2022","Thu Jun 09 00:24:06 UTC 2022","336","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","price","price",""
"passed","Thu Jun 09 00:24:33 UTC 2022","Thu Jun 09 00:24:34 UTC 2022","261","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can pay for an order","can pay for an order",""
"passed","Thu Jun 09 00:24:32 UTC 2022","Thu Jun 09 00:24:32 UTC 2022","331","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'failed'","can create an order with status 'failed'",""
