"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 27 16:09:06 UTC 2022","Fri May 27 16:09:06 UTC 2022","181","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","before / after","before / after",""
"passed","Fri May 27 16:09:28 UTC 2022","Fri May 27 16:09:29 UTC 2022","252","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'failed'","can create an order with status 'failed'",""
"passed","Fri May 27 16:09:29 UTC 2022","Fri May 27 16:09:29 UTC 2022","110","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'completed'","can update status of an order to 'completed'",""
"passed","Fri May 27 16:09:06 UTC 2022","Fri May 27 16:09:06 UTC 2022","262","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","price","price",""
"passed","Fri May 27 16:09:04 UTC 2022","Fri May 27 16:09:05 UTC 2022","144","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","sku","sku",""
"passed","Fri May 27 16:09:23 UTC 2022","Fri May 27 16:09:23 UTC 2022","111","","Coupons API tests","","Coupons API tests","can retrieve a coupon","can retrieve a coupon",""
"passed","Fri May 27 16:09:18 UTC 2022","Fri May 27 16:09:18 UTC 2022","236","","Orders API tests List all orders","","Orders API tests List all orders","parent","parent",""
"passed","Fri May 27 16:09:26 UTC 2022","Fri May 27 16:09:26 UTC 2022","144","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch update products","can batch update products",""
"passed","Fri May 27 16:09:06 UTC 2022","Fri May 27 16:09:06 UTC 2022","74","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","shipping class","shipping class",""
"passed","Fri May 27 16:09:25 UTC 2022","Fri May 27 16:09:26 UTC 2022","224","","Products API tests: CRUD","","Products API tests: CRUD","can add a variable product","can add a variable product",""
"passed","Fri May 27 16:09:24 UTC 2022","Fri May 27 16:09:24 UTC 2022","98","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit result set to matching code","can limit result set to matching code",""
"passed","Fri May 27 16:09:35 UTC 2022","Fri May 27 16:09:35 UTC 2022","72","","Order Search API tests","","Order Search API tests","can search by billing post code","can search by billing post code",""
"passed","Fri May 27 16:09:26 UTC 2022","Fri May 27 16:09:26 UTC 2022","92","","Products API tests: CRUD","","Products API tests: CRUD","can view a single product","can view a single product",""
"passed","Fri May 27 16:09:07 UTC 2022","Fri May 27 16:09:07 UTC 2022","205","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Fri May 27 16:09:32 UTC 2022","Fri May 27 16:09:33 UTC 2022","67","","Shipping zones API tests","","Shipping zones API tests","cannot update the default shipping zone","cannot update the default shipping zone",""
"passed","Fri May 27 16:09:27 UTC 2022","Fri May 27 16:09:28 UTC 2022","263","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'on-hold'","can create an order with status 'on-hold'",""
"passed","Fri May 27 16:09:35 UTC 2022","Fri May 27 16:09:35 UTC 2022","73","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Fri May 27 16:09:25 UTC 2022","Fri May 27 16:09:25 UTC 2022","211","","Products API tests: CRUD","","Products API tests: CRUD","can add a virtual product","can add a virtual product",""
"passed","Fri May 27 16:09:29 UTC 2022","Fri May 27 16:09:29 UTC 2022","77","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'pending'","can update status of an order to 'pending'",""
"passed","Fri May 27 16:09:07 UTC 2022","Fri May 27 16:09:07 UTC 2022","287","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","title","title",""
"passed","Fri May 27 16:09:17 UTC 2022","Fri May 27 16:09:17 UTC 2022","160","","Orders API tests","","Orders API tests","can permanently delete an order","can permanently delete an order",""
"passed","Fri May 27 16:09:08 UTC 2022","Fri May 27 16:09:08 UTC 2022","80","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Fri May 27 16:09:05 UTC 2022","Fri May 27 16:09:06 UTC 2022","204","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","on sale","on sale",""
"passed","Fri May 27 16:09:26 UTC 2022","Fri May 27 16:09:26 UTC 2022","167","","Products API tests: CRUD","","Products API tests: CRUD","can delete a product","can delete a product",""
