"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 04 02:31:50 UTC 2022","Mon Jul 04 02:31:51 UTC 2022","223","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","parent","parent",""
"passed","Mon Jul 04 02:32:15 UTC 2022","Mon Jul 04 02:32:15 UTC 2022","111","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'pending'","can update status of an order to 'pending'",""
"passed","Mon Jul 04 02:32:09 UTC 2022","Mon Jul 04 02:32:10 UTC 2022","270","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch delete coupons","can batch delete coupons",""
"passed","Mon Jul 04 02:31:50 UTC 2022","Mon Jul 04 02:31:50 UTC 2022","102","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Mon Jul 04 02:31:51 UTC 2022","Mon Jul 04 02:31:51 UTC 2022","242","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Mon Jul 04 02:32:14 UTC 2022","Mon Jul 04 02:32:14 UTC 2022","280","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'completed'","can create an order with status 'completed'",""
"passed","Mon Jul 04 02:32:19 UTC 2022","Mon Jul 04 02:32:19 UTC 2022","249","","Shipping zones API tests","","Shipping zones API tests","cannot delete the default shipping zone ""Locations not covered by your other zones""","cannot delete the default shipping zone ""Locations not covered by your other zones""",""
"passed","Mon Jul 04 02:32:23 UTC 2022","Mon Jul 04 02:32:23 UTC 2022","176","","Shipping methods API tests","","Shipping methods API tests","can add a 'Flat rate' shipping method","can add a 'Flat rate' shipping method",""
"passed","Mon Jul 04 02:32:20 UTC 2022","Mon Jul 04 02:32:20 UTC 2022","161","","Shipping zones API tests","","Shipping zones API tests","can delete a shipping zone","can delete a shipping zone",""
"passed","Mon Jul 04 02:32:22 UTC 2022","Mon Jul 04 02:32:22 UTC 2022","87","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Mon Jul 04 02:32:12 UTC 2022","Mon Jul 04 02:32:13 UTC 2022","309","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch delete products","can batch delete products",""
"passed","Mon Jul 04 02:31:48 UTC 2022","Mon Jul 04 02:31:49 UTC 2022","425","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","type","type",""
"passed","Mon Jul 04 02:32:19 UTC 2022","Mon Jul 04 02:32:20 UTC 2022","94","","Shipping zones API tests","","Shipping zones API tests","can retrieve a shipping zone","can retrieve a shipping zone",""
"passed","Mon Jul 04 02:32:21 UTC 2022","Mon Jul 04 02:32:21 UTC 2022","82","","Refunds API tests","","Refunds API tests","can list all refunds","can list all refunds",""
"passed","Mon Jul 04 02:32:23 UTC 2022","Mon Jul 04 02:32:23 UTC 2022","89","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Mon Jul 04 02:31:50 UTC 2022","Mon Jul 04 02:31:50 UTC 2022","91","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","shipping class","shipping class",""
"passed","Mon Jul 04 02:32:04 UTC 2022","Mon Jul 04 02:32:04 UTC 2022","106","","Orders API tests List all orders","","Orders API tests List all orders","product","product",""
"passed","Mon Jul 04 02:32:11 UTC 2022","Mon Jul 04 02:32:12 UTC 2022","261","","Products API tests: CRUD","","Products API tests: CRUD","can add a variable product","can add a variable product",""
"passed","Mon Jul 04 02:31:52 UTC 2022","Mon Jul 04 02:31:52 UTC 2022","105","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Mon Jul 04 02:32:10 UTC 2022","Mon Jul 04 02:32:10 UTC 2022","87","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit result set to matching code","can limit result set to matching code",""
"passed","Mon Jul 04 02:32:21 UTC 2022","Mon Jul 04 02:32:21 UTC 2022","93","","Refunds API tests","","Refunds API tests","can retrieve a refund","can retrieve a refund",""
"passed","Mon Jul 04 02:32:08 UTC 2022","Mon Jul 04 02:32:09 UTC 2022","1189","","Coupons API tests","","Coupons API tests","can create a coupon","can create a coupon",""
"passed","Mon Jul 04 02:32:23 UTC 2022","Mon Jul 04 02:32:23 UTC 2022","91","","Order Search API tests","","Order Search API tests","can search by shipping address 2","can search by shipping address 2",""
"passed","Mon Jul 04 02:32:03 UTC 2022","Mon Jul 04 02:32:03 UTC 2022","290","","Orders API tests List all orders","","Orders API tests List all orders","parent","parent",""
"passed","Mon Jul 04 02:32:22 UTC 2022","Mon Jul 04 02:32:23 UTC 2022","89","","Order Search API tests","","Order Search API tests","can search by shipping last name","can search by shipping last name",""
"passed","Mon Jul 04 02:32:16 UTC 2022","Mon Jul 04 02:32:16 UTC 2022","121","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add a product to an order","can add a product to an order",""
"passed","Mon Jul 04 02:32:23 UTC 2022","Mon Jul 04 02:32:23 UTC 2022","89","","Order Search API tests","","Order Search API tests","can search by shipping post code","can search by shipping post code",""
"passed","Mon Jul 04 02:31:49 UTC 2022","Mon Jul 04 02:31:49 UTC 2022","232","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","categories","categories",""
"passed","Mon Jul 04 02:32:05 UTC 2022","Mon Jul 04 02:32:05 UTC 2022","392","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","id","id",""
"passed","Mon Jul 04 02:31:49 UTC 2022","Mon Jul 04 02:31:49 UTC 2022","229","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","featured","featured",""
"passed","Mon Jul 04 02:32:17 UTC 2022","Mon Jul 04 02:32:17 UTC 2022","196","","Orders API tests: CRUD Delete an order","","Orders API tests: CRUD Delete an order","can permanently delete an order","can permanently delete an order",""
"passed","Mon Jul 04 02:31:50 UTC 2022","Mon Jul 04 02:31:50 UTC 2022","88","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tax class","tax class",""
"passed","Mon Jul 04 02:32:05 UTC 2022","Mon Jul 04 02:32:05 UTC 2022","180","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","default","default",""
"passed","Mon Jul 04 02:31:50 UTC 2022","Mon Jul 04 02:31:50 UTC 2022","199","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","before / after","before / after",""
"passed","Mon Jul 04 02:32:22 UTC 2022","Mon Jul 04 02:32:22 UTC 2022","88","","Order Search API tests","","Order Search API tests","can search by billing company name","can search by billing company name",""
"passed","Mon Jul 04 02:31:47 UTC 2022","Mon Jul 04 02:31:47 UTC 2022","178","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","search","search",""
