"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 17 10:28:36 UTC 2022","Fri Jun 17 10:28:36 UTC 2022","132","","Orders API tests","","Orders API tests","can retrieve an order","can retrieve an order",""
"passed","Fri Jun 17 10:29:07 UTC 2022","Fri Jun 17 10:29:07 UTC 2022","125","","Order Search API tests","","Order Search API tests","can search by billing post code","can search by billing post code",""
"passed","Fri Jun 17 10:28:57 UTC 2022","Fri Jun 17 10:28:57 UTC 2022","152","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'cancelled'","can update status of an order to 'cancelled'",""
"skipped","Fri Jun 17 10:28:22 UTC 2022","Fri Jun 17 10:28:22 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (asc)","rating (asc)",""
"passed","Fri Jun 17 10:28:40 UTC 2022","Fri Jun 17 10:28:41 UTC 2022","837","","Orders API tests List all orders","","Orders API tests List all orders","search","search",""
"passed","Fri Jun 17 10:29:07 UTC 2022","Fri Jun 17 10:29:07 UTC 2022","122","","Order Search API tests","","Order Search API tests","can search by billing phone","can search by billing phone",""
"passed","Fri Jun 17 10:28:56 UTC 2022","Fri Jun 17 10:28:56 UTC 2022","127","","Orders API tests: CRUD Retrieve an order","","Orders API tests: CRUD Retrieve an order","can retrieve an order","can retrieve an order",""
"passed","Fri Jun 17 10:28:48 UTC 2022","Fri Jun 17 10:28:48 UTC 2022","118","","Coupons API tests List coupons","","Coupons API tests List coupons","can paginate results","can paginate results",""
"passed","Fri Jun 17 10:29:03 UTC 2022","Fri Jun 17 10:29:03 UTC 2022","123","","Shipping zones API tests","","Shipping zones API tests","can list all shipping zones","can list all shipping zones",""
"passed","Fri Jun 17 10:28:37 UTC 2022","Fri Jun 17 10:28:37 UTC 2022","986","","Orders API tests List all orders","","Orders API tests List all orders","pagination","pagination",""
"passed","Fri Jun 17 10:29:02 UTC 2022","Fri Jun 17 10:29:03 UTC 2022","369","","Shipping zones API tests","","Shipping zones API tests","cannot delete the default shipping zone ""Locations not covered by your other zones""","cannot delete the default shipping zone ""Locations not covered by your other zones""",""
"passed","Fri Jun 17 10:28:55 UTC 2022","Fri Jun 17 10:28:56 UTC 2022","395","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'refunded'","can create an order with status 'refunded'",""
"passed","Fri Jun 17 10:28:48 UTC 2022","Fri Jun 17 10:28:48 UTC 2022","118","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit result set to matching code","can limit result set to matching code",""
"passed","Fri Jun 17 10:28:19 UTC 2022","Fri Jun 17 10:28:19 UTC 2022","129","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tags","tags",""
"passed","Fri Jun 17 10:29:07 UTC 2022","Fri Jun 17 10:29:07 UTC 2022","123","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Fri Jun 17 10:28:21 UTC 2022","Fri Jun 17 10:28:21 UTC 2022","433","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","slug","slug",""
"passed","Fri Jun 17 10:28:58 UTC 2022","Fri Jun 17 10:28:58 UTC 2022","180","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Fri Jun 17 10:29:03 UTC 2022","Fri Jun 17 10:29:03 UTC 2022","130","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Fri Jun 17 10:28:51 UTC 2022","Fri Jun 17 10:28:52 UTC 2022","311","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch create products","can batch create products",""
"passed","Fri Jun 17 10:28:39 UTC 2022","Fri Jun 17 10:28:39 UTC 2022","421","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Fri Jun 17 10:28:58 UTC 2022","Fri Jun 17 10:28:59 UTC 2022","331","","Orders API tests: CRUD Delete an order","","Orders API tests: CRUD Delete an order","can permanently delete an order","can permanently delete an order",""
