"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 03 17:35:31 UTC 2022","Fri Jun 03 17:35:31 UTC 2022","100","","Order Search API tests","","Order Search API tests","can search by billing company name","can search by billing company name",""
"passed","Fri Jun 03 17:35:28 UTC 2022","Fri Jun 03 17:35:28 UTC 2022","86","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Fri Jun 03 17:35:17 UTC 2022","Fri Jun 03 17:35:17 UTC 2022","307","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch delete coupons","can batch delete coupons",""
"passed","Fri Jun 03 17:35:08 UTC 2022","Fri Jun 03 17:35:08 UTC 2022","126","","Orders API tests","","Orders API tests","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Fri Jun 03 17:35:24 UTC 2022","Fri Jun 03 17:35:24 UTC 2022","105","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'refunded'","can update status of an order to 'refunded'",""
"passed","Fri Jun 03 17:35:22 UTC 2022","Fri Jun 03 17:35:22 UTC 2022","321","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'completed'","can create an order with status 'completed'",""
"passed","Fri Jun 03 17:35:10 UTC 2022","Fri Jun 03 17:35:11 UTC 2022","307","","Orders API tests List all orders","","Orders API tests List all orders","customer","customer",""
"passed","Fri Jun 03 17:34:57 UTC 2022","Fri Jun 03 17:34:57 UTC 2022","313","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","price","price",""
"passed","Fri Jun 03 17:35:21 UTC 2022","Fri Jun 03 17:35:22 UTC 2022","336","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'on-hold'","can create an order with status 'on-hold'",""
"passed","Fri Jun 03 17:34:55 UTC 2022","Fri Jun 03 17:34:55 UTC 2022","101","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tags","tags",""
"passed","Fri Jun 03 17:35:32 UTC 2022","Fri Jun 03 17:35:32 UTC 2022","84","","Order Search API tests","","Order Search API tests","can return an empty result set when no matches were found","can return an empty result set when no matches were found",""
"passed","Fri Jun 03 17:35:30 UTC 2022","Fri Jun 03 17:35:31 UTC 2022","88","","Order Search API tests","","Order Search API tests","can search by billing first name","can search by billing first name",""
"passed","Fri Jun 03 17:35:27 UTC 2022","Fri Jun 03 17:35:28 UTC 2022","269","","Shipping zones API tests","","Shipping zones API tests","cannot delete the default shipping zone ""Locations not covered by your other zones""","cannot delete the default shipping zone ""Locations not covered by your other zones""",""
"passed","Fri Jun 03 17:34:53 UTC 2022","Fri Jun 03 17:34:53 UTC 2022","187","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","sku","sku",""
"passed","Fri Jun 03 17:35:29 UTC 2022","Fri Jun 03 17:35:30 UTC 2022","319","","Refunds API tests","","Refunds API tests","can delete a refund","can delete a refund",""
"passed","Fri Jun 03 17:35:23 UTC 2022","Fri Jun 03 17:35:23 UTC 2022","94","","Orders API tests: CRUD Retrieve an order","","Orders API tests: CRUD Retrieve an order","can retrieve an order","can retrieve an order",""
"passed","Fri Jun 03 17:35:21 UTC 2022","Fri Jun 03 17:35:21 UTC 2022","283","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'pending'","can create an order with status 'pending'",""
"passed","Fri Jun 03 17:35:24 UTC 2022","Fri Jun 03 17:35:24 UTC 2022","137","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'completed'","can update status of an order to 'completed'",""
"passed","Fri Jun 03 17:35:21 UTC 2022","Fri Jun 03 17:35:21 UTC 2022","151","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create a pending order by default","can create a pending order by default",""
"passed","Fri Jun 03 17:35:28 UTC 2022","Fri Jun 03 17:35:28 UTC 2022","87","","Shipping zones API tests","","Shipping zones API tests","can update a shipping zone","can update a shipping zone",""
"passed","Fri Jun 03 17:35:32 UTC 2022","Fri Jun 03 17:35:32 UTC 2022","117","","Order Search API tests","","Order Search API tests","can search by shipping state","can search by shipping state",""
"passed","Fri Jun 03 17:35:31 UTC 2022","Fri Jun 03 17:35:31 UTC 2022","87","","Order Search API tests","","Order Search API tests","can search by billing post code","can search by billing post code",""
"passed","Fri Jun 03 17:35:28 UTC 2022","Fri Jun 03 17:35:28 UTC 2022","81","","Shipping zones API tests","","Shipping zones API tests","can retrieve a shipping zone","can retrieve a shipping zone",""
"passed","Fri Jun 03 17:35:29 UTC 2022","Fri Jun 03 17:35:29 UTC 2022","92","","Refunds API tests","","Refunds API tests","can retrieve a refund","can retrieve a refund",""
"passed","Fri Jun 03 17:34:57 UTC 2022","Fri Jun 03 17:34:57 UTC 2022","233","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","include","include",""
"passed","Fri Jun 03 17:35:23 UTC 2022","Fri Jun 03 17:35:24 UTC 2022","109","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'on-hold'","can update status of an order to 'on-hold'",""
"passed","Fri Jun 03 17:35:24 UTC 2022","Fri Jun 03 17:35:25 UTC 2022","254","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can pay for an order","can pay for an order",""
"passed","Fri Jun 03 17:35:31 UTC 2022","Fri Jun 03 17:35:31 UTC 2022","88","","Order Search API tests","","Order Search API tests","can search by billing phone","can search by billing phone",""
"passed","Fri Jun 03 17:35:22 UTC 2022","Fri Jun 03 17:35:23 UTC 2022","272","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'refunded'","can create an order with status 'refunded'",""
"passed","Fri Jun 03 17:34:52 UTC 2022","Fri Jun 03 17:34:52 UTC 2022","185","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","search","search",""
"passed","Fri Jun 03 17:35:08 UTC 2022","Fri Jun 03 17:35:08 UTC 2022","160","","Orders API tests","","Orders API tests","can create an order","can create an order",""
"passed","Fri Jun 03 17:35:12 UTC 2022","Fri Jun 03 17:35:12 UTC 2022","193","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","date","date",""
"passed","Fri Jun 03 17:35:10 UTC 2022","Fri Jun 03 17:35:10 UTC 2022","287","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Fri Jun 03 17:35:32 UTC 2022","Fri Jun 03 17:35:33 UTC 2022","256","","Shipping methods API tests","","Shipping methods API tests","can add a 'Local pickup' shipping method","can add a 'Local pickup' shipping method",""
"passed","Fri Jun 03 17:34:55 UTC 2022","Fri Jun 03 17:34:55 UTC 2022","105","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Fri Jun 03 17:35:28 UTC 2022","Fri Jun 03 17:35:28 UTC 2022","88","","Shipping zones API tests","","Shipping zones API tests","can list all shipping zones","can list all shipping zones",""
"passed","Fri Jun 03 17:35:16 UTC 2022","Fri Jun 03 17:35:16 UTC 2022","93","","Coupons API tests","","Coupons API tests","can update a coupon","can update a coupon",""
"passed","Fri Jun 03 17:35:19 UTC 2022","Fri Jun 03 17:35:19 UTC 2022","117","","Products API tests: CRUD","","Products API tests: CRUD","can update a single product","can update a single product",""
"passed","Fri Jun 03 17:35:31 UTC 2022","Fri Jun 03 17:35:31 UTC 2022","90","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Fri Jun 03 17:35:20 UTC 2022","Fri Jun 03 17:35:20 UTC 2022","150","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch update products","can batch update products",""
"passed","Fri Jun 03 17:35:17 UTC 2022","Fri Jun 03 17:35:17 UTC 2022","90","","Coupons API tests List coupons","","Coupons API tests List coupons","can list all coupons by default","can list all coupons by default",""
"passed","Fri Jun 03 17:34:54 UTC 2022","Fri Jun 03 17:34:54 UTC 2022","251","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","on sale","on sale",""
"passed","Fri Jun 03 17:35:25 UTC 2022","Fri Jun 03 17:35:25 UTC 2022","217","","Orders API tests: CRUD Delete an order","","Orders API tests: CRUD Delete an order","can permanently delete an order","can permanently delete an order",""
"passed","Fri Jun 03 17:35:21 UTC 2022","Fri Jun 03 17:35:21 UTC 2022","330","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'processing'","can create an order with status 'processing'",""
"passed","Fri Jun 03 17:35:10 UTC 2022","Fri Jun 03 17:35:10 UTC 2022","297","","Orders API tests List all orders","","Orders API tests List all orders","parent","parent",""
"passed","Fri Jun 03 17:35:11 UTC 2022","Fri Jun 03 17:35:11 UTC 2022","314","","Orders API tests List all orders","","Orders API tests List all orders","dp (precision)","dp (precision)",""
"passed","Fri Jun 03 17:35:17 UTC 2022","Fri Jun 03 17:35:17 UTC 2022","91","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit result set to matching code","can limit result set to matching code",""
"passed","Fri Jun 03 17:35:31 UTC 2022","Fri Jun 03 17:35:31 UTC 2022","89","","Order Search API tests","","Order Search API tests","can search by billing city name","can search by billing city name",""
"passed","Fri Jun 03 17:35:24 UTC 2022","Fri Jun 03 17:35:24 UTC 2022","133","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Fri Jun 03 17:35:30 UTC 2022","Fri Jun 03 17:35:30 UTC 2022","93","","Order Search API tests","","Order Search API tests","can search by orderId","can search by orderId",""
"passed","Fri Jun 03 17:34:51 UTC 2022","Fri Jun 03 17:34:52 UTC 2022","563","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","pagination","pagination",""
"passed","Fri Jun 03 17:34:55 UTC 2022","Fri Jun 03 17:34:55 UTC 2022","91","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","shipping class","shipping class",""
"passed","Fri Jun 03 17:34:57 UTC 2022","Fri Jun 03 17:34:57 UTC 2022","315","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","slug","slug",""
"passed","Fri Jun 03 17:35:26 UTC 2022","Fri Jun 03 17:35:27 UTC 2022","314","","Orders API test","","Orders API test","can add complex order","can add complex order",""
"passed","Fri Jun 03 17:35:24 UTC 2022","Fri Jun 03 17:35:24 UTC 2022","104","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'failed'","can update status of an order to 'failed'",""
"passed","Fri Jun 03 17:34:53 UTC 2022","Fri Jun 03 17:34:53 UTC 2022","464","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","type","type",""
"passed","Fri Jun 03 17:35:23 UTC 2022","Fri Jun 03 17:35:23 UTC 2022","295","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'failed'","can create an order with status 'failed'",""
"passed","Fri Jun 03 17:34:55 UTC 2022","Fri Jun 03 17:34:55 UTC 2022","226","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","before / after","before / after",""
