"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 24 08:03:55 UTC 2022","Fri Jun 24 08:03:56 UTC 2022","755","","Orders API tests List all orders","","Orders API tests List all orders","search","search",""
"passed","Fri Jun 24 08:04:13 UTC 2022","Fri Jun 24 08:04:13 UTC 2022","184","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add a product to an order","can add a product to an order",""
"passed","Fri Jun 24 08:04:22 UTC 2022","Fri Jun 24 08:04:23 UTC 2022","126","","Order Search API tests","","Order Search API tests","can search by shipping state","can search by shipping state",""
"passed","Fri Jun 24 08:04:20 UTC 2022","Fri Jun 24 08:04:20 UTC 2022","398","","Refunds API tests","","Refunds API tests","can delete a refund","can delete a refund",""
"passed","Fri Jun 24 08:03:37 UTC 2022","Fri Jun 24 08:03:37 UTC 2022","379","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","slug","slug",""
"passed","Fri Jun 24 08:04:22 UTC 2022","Fri Jun 24 08:04:22 UTC 2022","123","","Order Search API tests","","Order Search API tests","can search by shipping address 2","can search by shipping address 2",""
"passed","Fri Jun 24 08:03:52 UTC 2022","Fri Jun 24 08:03:53 UTC 2022","790","","Orders API tests List all orders","","Orders API tests List all orders","pagination","pagination",""
"passed","Fri Jun 24 08:04:17 UTC 2022","Fri Jun 24 08:04:18 UTC 2022","122","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Fri Jun 24 08:03:55 UTC 2022","Fri Jun 24 08:03:55 UTC 2022","421","","Orders API tests List all orders","","Orders API tests List all orders","dp (precision)","dp (precision)",""
"passed","Fri Jun 24 08:03:38 UTC 2022","Fri Jun 24 08:03:38 UTC 2022","135","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Fri Jun 24 08:04:02 UTC 2022","Fri Jun 24 08:04:02 UTC 2022","165","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch create coupons","can batch create coupons",""
"passed","Fri Jun 24 08:04:06 UTC 2022","Fri Jun 24 08:04:06 UTC 2022","168","","Products API tests: CRUD","","Products API tests: CRUD","can update a single product","can update a single product",""
"passed","Fri Jun 24 08:03:35 UTC 2022","Fri Jun 24 08:03:35 UTC 2022","157","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Fri Jun 24 08:04:19 UTC 2022","Fri Jun 24 08:04:20 UTC 2022","113","","Refunds API tests","","Refunds API tests","can list all refunds","can list all refunds",""
"passed","Fri Jun 24 08:04:22 UTC 2022","Fri Jun 24 08:04:22 UTC 2022","119","","Order Search API tests","","Order Search API tests","can search by billing phone","can search by billing phone",""
"passed","Fri Jun 24 08:04:06 UTC 2022","Fri Jun 24 08:04:06 UTC 2022","295","","Products API tests: CRUD","","Products API tests: CRUD","can delete a product","can delete a product",""
"passed","Fri Jun 24 08:03:56 UTC 2022","Fri Jun 24 08:03:57 UTC 2022","497","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","id","id",""
"passed","Fri Jun 24 08:04:02 UTC 2022","Fri Jun 24 08:04:02 UTC 2022","120","","Coupons API tests","","Coupons API tests","can update a coupon","can update a coupon",""
"passed","Fri Jun 24 08:03:35 UTC 2022","Fri Jun 24 08:03:35 UTC 2022","130","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tags","tags",""
"skipped","Fri Jun 24 08:03:38 UTC 2022","Fri Jun 24 08:03:38 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (asc)","rating (asc)",""
"passed","Fri Jun 24 08:03:53 UTC 2022","Fri Jun 24 08:03:54 UTC 2022","424","","Orders API tests List all orders","","Orders API tests List all orders","parent","parent",""
"passed","Fri Jun 24 08:04:22 UTC 2022","Fri Jun 24 08:04:22 UTC 2022","136","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Fri Jun 24 08:04:03 UTC 2022","Fri Jun 24 08:04:03 UTC 2022","137","","Coupons API tests List coupons","","Coupons API tests List coupons","can paginate results","can paginate results",""
"passed","Fri Jun 24 08:04:09 UTC 2022","Fri Jun 24 08:04:09 UTC 2022","428","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'on-hold'","can create an order with status 'on-hold'",""
"passed","Fri Jun 24 08:04:02 UTC 2022","Fri Jun 24 08:04:02 UTC 2022","138","","Coupons API tests","","Coupons API tests","can retrieve a coupon","can retrieve a coupon",""
"passed","Fri Jun 24 08:03:36 UTC 2022","Fri Jun 24 08:03:36 UTC 2022","187","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","default","default",""
"passed","Fri Jun 24 08:03:51 UTC 2022","Fri Jun 24 08:03:52 UTC 2022","113","","Orders API tests","","Orders API tests","can retrieve an order","can retrieve an order",""
"passed","Fri Jun 24 08:03:54 UTC 2022","Fri Jun 24 08:03:54 UTC 2022","375","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Fri Jun 24 08:04:21 UTC 2022","Fri Jun 24 08:04:21 UTC 2022","117","","Order Search API tests","","Order Search API tests","can search by orderId","can search by orderId",""
"passed","Fri Jun 24 08:04:22 UTC 2022","Fri Jun 24 08:04:22 UTC 2022","119","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Fri Jun 24 08:04:02 UTC 2022","Fri Jun 24 08:04:03 UTC 2022","374","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch delete coupons","can batch delete coupons",""
"passed","Fri Jun 24 08:04:19 UTC 2022","Fri Jun 24 08:04:19 UTC 2022","110","","Refunds API tests","","Refunds API tests","can retrieve a refund","can retrieve a refund",""
"passed","Fri Jun 24 08:04:12 UTC 2022","Fri Jun 24 08:04:12 UTC 2022","204","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'on-hold'","can update status of an order to 'on-hold'",""
"passed","Fri Jun 24 08:04:12 UTC 2022","Fri Jun 24 08:04:13 UTC 2022","242","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Fri Jun 24 08:03:35 UTC 2022","Fri Jun 24 08:03:35 UTC 2022","124","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","stock status","stock status",""
"passed","Fri Jun 24 08:04:18 UTC 2022","Fri Jun 24 08:04:18 UTC 2022","112","","Shipping zones API tests","","Shipping zones API tests","can update a shipping zone","can update a shipping zone",""
"passed","Fri Jun 24 08:04:22 UTC 2022","Fri Jun 24 08:04:22 UTC 2022","132","","Order Search API tests","","Order Search API tests","can search by shipping post code","can search by shipping post code",""
"passed","Fri Jun 24 08:04:06 UTC 2022","Fri Jun 24 08:04:07 UTC 2022","286","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch create products","can batch create products",""
"passed","Fri Jun 24 08:04:12 UTC 2022","Fri Jun 24 08:04:12 UTC 2022","158","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'completed'","can update status of an order to 'completed'",""
"passed","Fri Jun 24 08:04:11 UTC 2022","Fri Jun 24 08:04:12 UTC 2022","194","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'processing'","can update status of an order to 'processing'",""
"passed","Fri Jun 24 08:03:36 UTC 2022","Fri Jun 24 08:03:36 UTC 2022","173","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","date","date",""
"passed","Fri Jun 24 08:04:08 UTC 2022","Fri Jun 24 08:04:08 UTC 2022","371","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'pending'","can create an order with status 'pending'",""
"passed","Fri Jun 24 08:04:19 UTC 2022","Fri Jun 24 08:04:19 UTC 2022","333","","Refunds API tests","","Refunds API tests","can create a refund","can create a refund",""
"passed","Fri Jun 24 08:03:56 UTC 2022","Fri Jun 24 08:03:56 UTC 2022","246","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","date","date",""
"passed","Fri Jun 24 08:03:35 UTC 2022","Fri Jun 24 08:03:35 UTC 2022","112","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tax class","tax class",""
"passed","Fri Jun 24 08:03:33 UTC 2022","Fri Jun 24 08:03:33 UTC 2022","309","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","featured","featured",""
"passed","Fri Jun 24 08:03:53 UTC 2022","Fri Jun 24 08:03:53 UTC 2022","702","","Orders API tests List all orders","","Orders API tests List all orders","inclusion / exclusion","inclusion / exclusion",""
"passed","Fri Jun 24 08:03:36 UTC 2022","Fri Jun 24 08:03:36 UTC 2022","318","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
