"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 16 14:58:21 UTC 2022","Thu Jun 16 14:58:21 UTC 2022","92","","Order Search API tests","","Order Search API tests","can search by shipping address 2","can search by shipping address 2",""
"passed","Thu Jun 16 14:57:48 UTC 2022","Thu Jun 16 14:57:48 UTC 2022","264","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Thu Jun 16 14:58:15 UTC 2022","Thu Jun 16 14:58:15 UTC 2022","132","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add a product to an order","can add a product to an order",""
"passed","Thu Jun 16 14:58:09 UTC 2022","Thu Jun 16 14:58:09 UTC 2022","280","","Products API tests: CRUD","","Products API tests: CRUD","can add a virtual product","can add a virtual product",""
"passed","Thu Jun 16 14:57:49 UTC 2022","Thu Jun 16 14:57:49 UTC 2022","102","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (desc)","rating (desc)",""
"passed","Thu Jun 16 14:57:47 UTC 2022","Thu Jun 16 14:57:47 UTC 2022","94","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","shipping class","shipping class",""
"passed","Thu Jun 16 14:58:22 UTC 2022","Thu Jun 16 14:58:22 UTC 2022","196","","Shipping methods API tests","","Shipping methods API tests","can add a 'Flat rate' shipping method","can add a 'Flat rate' shipping method",""
"passed","Thu Jun 16 14:58:10 UTC 2022","Thu Jun 16 14:58:10 UTC 2022","153","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch update products","can batch update products",""
"passed","Thu Jun 16 14:58:19 UTC 2022","Thu Jun 16 14:58:19 UTC 2022","91","","Refunds API tests","","Refunds API tests","can retrieve a refund","can retrieve a refund",""
"passed","Thu Jun 16 14:58:21 UTC 2022","Thu Jun 16 14:58:21 UTC 2022","91","","Order Search API tests","","Order Search API tests","can search by billing company name","can search by billing company name",""
"passed","Thu Jun 16 14:57:59 UTC 2022","Thu Jun 16 14:58:00 UTC 2022","204","","Orders API tests","","Orders API tests","can permanently delete an order","can permanently delete an order",""
"passed","Thu Jun 16 14:58:13 UTC 2022","Thu Jun 16 14:58:13 UTC 2022","265","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'refunded'","can create an order with status 'refunded'",""
"passed","Thu Jun 16 14:58:01 UTC 2022","Thu Jun 16 14:58:01 UTC 2022","289","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Thu Jun 16 14:58:21 UTC 2022","Thu Jun 16 14:58:21 UTC 2022","91","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Thu Jun 16 14:58:21 UTC 2022","Thu Jun 16 14:58:22 UTC 2022","90","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Thu Jun 16 14:58:21 UTC 2022","Thu Jun 16 14:58:21 UTC 2022","93","","Order Search API tests","","Order Search API tests","can search by billing phone","can search by billing phone",""
"passed","Thu Jun 16 14:57:47 UTC 2022","Thu Jun 16 14:57:47 UTC 2022","100","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tags","tags",""
"passed","Thu Jun 16 14:57:49 UTC 2022","Thu Jun 16 14:57:49 UTC 2022","101","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Thu Jun 16 14:57:46 UTC 2022","Thu Jun 16 14:57:46 UTC 2022","219","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","before / after","before / after",""
"passed","Thu Jun 16 14:58:22 UTC 2022","Thu Jun 16 14:58:22 UTC 2022","91","","Order Search API tests","","Order Search API tests","can search by shipping state","can search by shipping state",""
"passed","Thu Jun 16 14:58:22 UTC 2022","Thu Jun 16 14:58:23 UTC 2022","181","","Shipping methods API tests","","Shipping methods API tests","can add a 'Free shipping' shipping method","can add a 'Free shipping' shipping method",""
"passed","Thu Jun 16 14:57:49 UTC 2022","Thu Jun 16 14:57:49 UTC 2022","305","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","price","price",""
"passed","Thu Jun 16 14:58:22 UTC 2022","Thu Jun 16 14:58:22 UTC 2022","90","","Order Search API tests","","Order Search API tests","can search by shipping post code","can search by shipping post code",""
"passed","Thu Jun 16 14:58:19 UTC 2022","Thu Jun 16 14:58:19 UTC 2022","91","","Refunds API tests","","Refunds API tests","can list all refunds","can list all refunds",""
"passed","Thu Jun 16 14:58:18 UTC 2022","Thu Jun 16 14:58:18 UTC 2022","91","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Thu Jun 16 14:57:46 UTC 2022","Thu Jun 16 14:57:46 UTC 2022","313","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","price","price",""
"passed","Thu Jun 16 14:58:21 UTC 2022","Thu Jun 16 14:58:21 UTC 2022","91","","Order Search API tests","","Order Search API tests","can search by billing first name","can search by billing first name",""
"passed","Thu Jun 16 14:58:15 UTC 2022","Thu Jun 16 14:58:15 UTC 2022","249","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can pay for an order","can pay for an order",""
"passed","Thu Jun 16 14:58:18 UTC 2022","Thu Jun 16 14:58:18 UTC 2022","89","","Shipping zones API tests","","Shipping zones API tests","can update a shipping zone","can update a shipping zone",""
"passed","Thu Jun 16 14:58:05 UTC 2022","Thu Jun 16 14:58:07 UTC 2022","1290","","Coupons API tests","","Coupons API tests","can create a coupon","can create a coupon",""
"passed","Thu Jun 16 14:57:45 UTC 2022","Thu Jun 16 14:57:46 UTC 2022","243","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","categories","categories",""
"passed","Thu Jun 16 14:58:08 UTC 2022","Thu Jun 16 14:58:08 UTC 2022","92","","Coupons API tests List coupons","","Coupons API tests List coupons","can paginate results","can paginate results",""
"passed","Thu Jun 16 14:58:09 UTC 2022","Thu Jun 16 14:58:10 UTC 2022","275","","Products API tests: CRUD","","Products API tests: CRUD","can add a variable product","can add a variable product",""
"passed","Thu Jun 16 14:57:45 UTC 2022","Thu Jun 16 14:57:45 UTC 2022","242","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","featured","featured",""
"passed","Thu Jun 16 14:57:49 UTC 2022","Thu Jun 16 14:57:49 UTC 2022","230","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","include","include",""
"passed","Thu Jun 16 14:58:00 UTC 2022","Thu Jun 16 14:58:00 UTC 2022","597","","Orders API tests List all orders","","Orders API tests List all orders","pagination","pagination",""
"passed","Thu Jun 16 14:58:07 UTC 2022","Thu Jun 16 14:58:07 UTC 2022","129","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch create coupons","can batch create coupons",""
"passed","Thu Jun 16 14:58:08 UTC 2022","Thu Jun 16 14:58:08 UTC 2022","87","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit result set to matching code","can limit result set to matching code",""
"passed","Thu Jun 16 14:58:01 UTC 2022","Thu Jun 16 14:58:02 UTC 2022","108","","Orders API tests List all orders","","Orders API tests List all orders","product","product",""
"passed","Thu Jun 16 14:58:10 UTC 2022","Thu Jun 16 14:58:10 UTC 2022","117","","Products API tests: CRUD","","Products API tests: CRUD","can update a single product","can update a single product",""
"passed","Thu Jun 16 14:57:46 UTC 2022","Thu Jun 16 14:57:47 UTC 2022","107","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Thu Jun 16 14:58:18 UTC 2022","Thu Jun 16 14:58:19 UTC 2022","174","","Shipping zones API tests","","Shipping zones API tests","can delete a shipping zone","can delete a shipping zone",""
"passed","Thu Jun 16 14:58:03 UTC 2022","Thu Jun 16 14:58:03 UTC 2022","396","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","id","id",""
"passed","Thu Jun 16 14:57:48 UTC 2022","Thu Jun 16 14:57:49 UTC 2022","322","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","slug","slug",""
"passed","Thu Jun 16 14:58:08 UTC 2022","Thu Jun 16 14:58:08 UTC 2022","90","","Coupons API tests List coupons","","Coupons API tests List coupons","can list all coupons by default","can list all coupons by default",""
"passed","Thu Jun 16 14:58:02 UTC 2022","Thu Jun 16 14:58:03 UTC 2022","181","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","default","default",""
"passed","Thu Jun 16 14:58:14 UTC 2022","Thu Jun 16 14:58:15 UTC 2022","126","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"skipped","Thu Jun 16 14:57:49 UTC 2022","Thu Jun 16 14:57:49 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (asc)","rating (asc)",""
