"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 27 15:11:38 UTC 2022","Fri May 27 15:11:38 UTC 2022","86","","Products API tests: CRUD","","Products API tests: CRUD","can view a single product","can view a single product",""
"passed","Fri May 27 15:11:15 UTC 2022","Fri May 27 15:11:15 UTC 2022","159","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","slug","slug",""
"passed","Fri May 27 15:11:17 UTC 2022","Fri May 27 15:11:17 UTC 2022","204","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","parent","parent",""
"passed","Fri May 27 15:11:48 UTC 2022","Fri May 27 15:11:48 UTC 2022","78","","Order Search API tests","","Order Search API tests","can search by shipping last name","can search by shipping last name",""
"skipped","Fri May 27 15:11:19 UTC 2022","Fri May 27 15:11:19 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (asc)","rating (asc)",""
"passed","Fri May 27 15:11:41 UTC 2022","Fri May 27 15:11:41 UTC 2022","85","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'pending'","can update status of an order to 'pending'",""
"passed","Fri May 27 15:11:30 UTC 2022","Fri May 27 15:11:30 UTC 2022","291","","Orders API tests List all orders","","Orders API tests List all orders","dp (precision)","dp (precision)",""
"passed","Fri May 27 15:11:41 UTC 2022","Fri May 27 15:11:41 UTC 2022","92","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'on-hold'","can update status of an order to 'on-hold'",""
"passed","Fri May 27 15:11:47 UTC 2022","Fri May 27 15:11:47 UTC 2022","80","","Order Search API tests","","Order Search API tests","can search by orderId","can search by orderId",""
"passed","Fri May 27 15:11:18 UTC 2022","Fri May 27 15:11:19 UTC 2022","275","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","price","price",""
"passed","Fri May 27 15:11:14 UTC 2022","Fri May 27 15:11:14 UTC 2022","140","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","defaults","defaults",""
"passed","Fri May 27 15:11:45 UTC 2022","Fri May 27 15:11:46 UTC 2022","150","","Shipping zones API tests","","Shipping zones API tests","can delete a shipping zone","can delete a shipping zone",""
"passed","Fri May 27 15:11:36 UTC 2022","Fri May 27 15:11:36 UTC 2022","77","","Coupons API tests List coupons","","Coupons API tests List coupons","can list all coupons by default","can list all coupons by default",""
"passed","Fri May 27 15:11:17 UTC 2022","Fri May 27 15:11:17 UTC 2022","82","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","stock status","stock status",""
"passed","Fri May 27 15:11:28 UTC 2022","Fri May 27 15:11:28 UTC 2022","118","","Orders API tests","","Orders API tests","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Fri May 27 15:11:34 UTC 2022","Fri May 27 15:11:35 UTC 2022","1070","","Coupons API tests","","Coupons API tests","can create a coupon","can create a coupon",""
"passed","Fri May 27 15:11:35 UTC 2022","Fri May 27 15:11:35 UTC 2022","105","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch create coupons","can batch create coupons",""
"passed","Fri May 27 15:11:48 UTC 2022","Fri May 27 15:11:48 UTC 2022","77","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Fri May 27 15:11:45 UTC 2022","Fri May 27 15:11:45 UTC 2022","76","","Shipping zones API tests","","Shipping zones API tests","can update a shipping zone","can update a shipping zone",""
"passed","Fri May 27 15:11:39 UTC 2022","Fri May 27 15:11:39 UTC 2022","130","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create a pending order by default","can create a pending order by default",""
"passed","Fri May 27 15:11:19 UTC 2022","Fri May 27 15:11:19 UTC 2022","88","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (desc)","rating (desc)",""
"passed","Fri May 27 15:11:45 UTC 2022","Fri May 27 15:11:45 UTC 2022","73","","Shipping zones API tests","","Shipping zones API tests","cannot update the default shipping zone","cannot update the default shipping zone",""
"passed","Fri May 27 15:11:38 UTC 2022","Fri May 27 15:11:38 UTC 2022","131","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch update products","can batch update products",""
"passed","Fri May 27 15:11:42 UTC 2022","Fri May 27 15:11:42 UTC 2022","218","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can pay for an order","can pay for an order",""
"passed","Fri May 27 15:11:44 UTC 2022","Fri May 27 15:11:44 UTC 2022","278","","Orders API test","","Orders API test","can add complex order","can add complex order",""
"passed","Fri May 27 15:11:30 UTC 2022","Fri May 27 15:11:30 UTC 2022","96","","Orders API tests List all orders","","Orders API tests List all orders","product","product",""
"passed","Fri May 27 15:11:35 UTC 2022","Fri May 27 15:11:36 UTC 2022","253","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch delete coupons","can batch delete coupons",""
"passed","Fri May 27 15:11:37 UTC 2022","Fri May 27 15:11:38 UTC 2022","245","","Products API tests: CRUD","","Products API tests: CRUD","can add a variable product","can add a variable product",""
"passed","Fri May 27 15:11:42 UTC 2022","Fri May 27 15:11:42 UTC 2022","109","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'cancelled'","can update status of an order to 'cancelled'",""
"passed","Fri May 27 15:11:48 UTC 2022","Fri May 27 15:11:48 UTC 2022","80","","Order Search API tests","","Order Search API tests","can search by shipping address 2","can search by shipping address 2",""
"passed","Fri May 27 15:11:48 UTC 2022","Fri May 27 15:11:48 UTC 2022","77","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Fri May 27 15:11:48 UTC 2022","Fri May 27 15:11:48 UTC 2022","79","","Order Search API tests","","Order Search API tests","can search by billing city name","can search by billing city name",""
"passed","Fri May 27 15:11:48 UTC 2022","Fri May 27 15:11:49 UTC 2022","74","","Order Search API tests","","Order Search API tests","can return an empty result set when no matches were found","can return an empty result set when no matches were found",""
"passed","Fri May 27 15:11:35 UTC 2022","Fri May 27 15:11:35 UTC 2022","87","","Coupons API tests","","Coupons API tests","can retrieve a coupon","can retrieve a coupon",""
"passed","Fri May 27 15:11:41 UTC 2022","Fri May 27 15:11:41 UTC 2022","141","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'processing'","can update status of an order to 'processing'",""
