"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 06 16:03:37 UTC 2022","Wed Jul 06 16:03:37 UTC 2022","128","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Wed Jul 06 16:04:06 UTC 2022","Wed Jul 06 16:04:06 UTC 2022","89","","Order Search API tests","","Order Search API tests","can search by orderId","can search by orderId",""
"passed","Wed Jul 06 16:03:34 UTC 2022","Wed Jul 06 16:03:35 UTC 2022","303","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","price","price",""
"passed","Wed Jul 06 16:03:58 UTC 2022","Wed Jul 06 16:03:58 UTC 2022","309","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'processing'","can create an order with status 'processing'",""
"passed","Wed Jul 06 16:04:04 UTC 2022","Wed Jul 06 16:04:04 UTC 2022","87","","Shipping zones API tests","","Shipping zones API tests","can list all shipping zones","can list all shipping zones",""
"passed","Wed Jul 06 16:03:54 UTC 2022","Wed Jul 06 16:03:54 UTC 2022","179","","Coupons API tests","","Coupons API tests","can permanently delete a coupon","can permanently delete a coupon",""
"passed","Wed Jul 06 16:03:36 UTC 2022","Wed Jul 06 16:03:36 UTC 2022","236","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Wed Jul 06 16:04:05 UTC 2022","Wed Jul 06 16:04:05 UTC 2022","206","","Refunds API tests","","Refunds API tests","can create a refund","can create a refund",""
"passed","Wed Jul 06 16:03:35 UTC 2022","Wed Jul 06 16:03:35 UTC 2022","99","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Wed Jul 06 16:03:57 UTC 2022","Wed Jul 06 16:03:57 UTC 2022","176","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch create products","can batch create products",""
"passed","Wed Jul 06 16:03:36 UTC 2022","Wed Jul 06 16:03:37 UTC 2022","284","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","slug","slug",""
"passed","Wed Jul 06 16:03:37 UTC 2022","Wed Jul 06 16:03:37 UTC 2022","280","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","price","price",""
"passed","Wed Jul 06 16:04:07 UTC 2022","Wed Jul 06 16:04:07 UTC 2022","86","","Order Search API tests","","Order Search API tests","can search by shipping first name","can search by shipping first name",""
"passed","Wed Jul 06 16:03:47 UTC 2022","Wed Jul 06 16:03:48 UTC 2022","425","","Orders API tests List all orders","","Orders API tests List all orders","inclusion / exclusion","inclusion / exclusion",""
"passed","Wed Jul 06 16:03:34 UTC 2022","Wed Jul 06 16:03:34 UTC 2022","228","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","categories","categories",""
"passed","Wed Jul 06 16:04:07 UTC 2022","Wed Jul 06 16:04:07 UTC 2022","85","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Wed Jul 06 16:03:54 UTC 2022","Wed Jul 06 16:03:54 UTC 2022","91","","Coupons API tests","","Coupons API tests","can update a coupon","can update a coupon",""
"passed","Wed Jul 06 16:03:35 UTC 2022","Wed Jul 06 16:03:36 UTC 2022","222","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","parent","parent",""
"passed","Wed Jul 06 16:03:59 UTC 2022","Wed Jul 06 16:03:59 UTC 2022","285","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'completed'","can create an order with status 'completed'",""
"passed","Wed Jul 06 16:03:47 UTC 2022","Wed Jul 06 16:03:47 UTC 2022","543","","Orders API tests List all orders","","Orders API tests List all orders","pagination","pagination",""
"passed","Wed Jul 06 16:03:32 UTC 2022","Wed Jul 06 16:03:33 UTC 2022","398","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","inclusion / exclusion","inclusion / exclusion",""
"passed","Wed Jul 06 16:04:00 UTC 2022","Wed Jul 06 16:04:01 UTC 2022","102","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'cancelled'","can update status of an order to 'cancelled'",""
"passed","Wed Jul 06 16:03:54 UTC 2022","Wed Jul 06 16:03:54 UTC 2022","115","","Coupons API tests","","Coupons API tests","can retrieve a coupon","can retrieve a coupon",""
"passed","Wed Jul 06 16:03:50 UTC 2022","Wed Jul 06 16:03:50 UTC 2022","277","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","include","include",""
