"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 02 14:56:46 UTC 2022","Thu Jun 02 14:56:46 UTC 2022","147","","Orders API tests","","Orders API tests","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Thu Jun 02 14:57:08 UTC 2022","Thu Jun 02 14:57:08 UTC 2022","301","","Shipping zones API tests","","Shipping zones API tests","cannot delete the default shipping zone ""Locations not covered by your other zones""","cannot delete the default shipping zone ""Locations not covered by your other zones""",""
"passed","Thu Jun 02 14:56:31 UTC 2022","Thu Jun 02 14:56:32 UTC 2022","376","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","title","title",""
"passed","Thu Jun 02 14:56:56 UTC 2022","Thu Jun 02 14:56:56 UTC 2022","97","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit results to matching string","can limit results to matching string",""
"passed","Thu Jun 02 14:56:45 UTC 2022","Thu Jun 02 14:56:45 UTC 2022","218","","Orders API tests","","Orders API tests","can create an order","can create an order",""
"passed","Thu Jun 02 14:57:12 UTC 2022","Thu Jun 02 14:57:12 UTC 2022","100","","Order Search API tests","","Order Search API tests","can search by shipping address 2","can search by shipping address 2",""
"passed","Thu Jun 02 14:56:31 UTC 2022","Thu Jun 02 14:56:31 UTC 2022","261","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","parent","parent",""
"passed","Thu Jun 02 14:56:31 UTC 2022","Thu Jun 02 14:56:31 UTC 2022","168","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","default","default",""
"passed","Thu Jun 02 14:57:12 UTC 2022","Thu Jun 02 14:57:12 UTC 2022","95","","Order Search API tests","","Order Search API tests","can search by billing phone","can search by billing phone",""
"passed","Thu Jun 02 14:57:08 UTC 2022","Thu Jun 02 14:57:08 UTC 2022","96","","Shipping zones API tests","","Shipping zones API tests","can update a shipping zone","can update a shipping zone",""
"passed","Thu Jun 02 14:56:31 UTC 2022","Thu Jun 02 14:56:31 UTC 2022","159","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","date","date",""
"passed","Thu Jun 02 14:56:28 UTC 2022","Thu Jun 02 14:56:28 UTC 2022","492","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","type","type",""
"passed","Thu Jun 02 14:56:48 UTC 2022","Thu Jun 02 14:56:48 UTC 2022","342","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Thu Jun 02 14:57:12 UTC 2022","Thu Jun 02 14:57:12 UTC 2022","102","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Thu Jun 02 14:57:03 UTC 2022","Thu Jun 02 14:57:03 UTC 2022","118","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'cancelled'","can update status of an order to 'cancelled'",""
"passed","Thu Jun 02 14:57:08 UTC 2022","Thu Jun 02 14:57:08 UTC 2022","102","","Shipping zones API tests","","Shipping zones API tests","can list all shipping zones","can list all shipping zones",""
"passed","Thu Jun 02 14:56:50 UTC 2022","Thu Jun 02 14:56:51 UTC 2022","283","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","include","include",""
"passed","Thu Jun 02 14:56:30 UTC 2022","Thu Jun 02 14:56:31 UTC 2022","113","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tags","tags",""
"passed","Thu Jun 02 14:56:33 UTC 2022","Thu Jun 02 14:56:33 UTC 2022","259","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","include","include",""
"passed","Thu Jun 02 14:56:58 UTC 2022","Thu Jun 02 14:56:58 UTC 2022","129","","Products API tests: CRUD","","Products API tests: CRUD","can update a single product","can update a single product",""
"passed","Thu Jun 02 14:56:58 UTC 2022","Thu Jun 02 14:56:58 UTC 2022","247","","Products API tests: CRUD","","Products API tests: CRUD","can delete a product","can delete a product",""
"passed","Thu Jun 02 14:57:04 UTC 2022","Thu Jun 02 14:57:04 UTC 2022","284","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can pay for an order","can pay for an order",""
"passed","Thu Jun 02 14:56:46 UTC 2022","Thu Jun 02 14:56:46 UTC 2022","273","","Orders API tests","","Orders API tests","can permanently delete an order","can permanently delete an order",""
"passed","Thu Jun 02 14:56:30 UTC 2022","Thu Jun 02 14:56:30 UTC 2022","225","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","before / after","before / after",""
"passed","Thu Jun 02 14:56:57 UTC 2022","Thu Jun 02 14:56:58 UTC 2022","321","","Products API tests: CRUD","","Products API tests: CRUD","can add a virtual product","can add a virtual product",""
"passed","Thu Jun 02 14:56:30 UTC 2022","Thu Jun 02 14:56:30 UTC 2022","102","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tax class","tax class",""
"passed","Thu Jun 02 14:56:50 UTC 2022","Thu Jun 02 14:56:50 UTC 2022","475","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","id","id",""
"passed","Thu Jun 02 14:56:27 UTC 2022","Thu Jun 02 14:56:28 UTC 2022","206","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","slug","slug",""
"passed","Thu Jun 02 14:56:29 UTC 2022","Thu Jun 02 14:56:30 UTC 2022","364","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","price","price",""
"passed","Thu Jun 02 14:57:08 UTC 2022","Thu Jun 02 14:57:08 UTC 2022","101","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Thu Jun 02 14:56:33 UTC 2022","Thu Jun 02 14:56:33 UTC 2022","123","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Thu Jun 02 14:57:13 UTC 2022","Thu Jun 02 14:57:13 UTC 2022","198","","Shipping methods API tests","","Shipping methods API tests","can add a 'Free shipping' shipping method","can add a 'Free shipping' shipping method",""
"passed","Thu Jun 02 14:56:55 UTC 2022","Thu Jun 02 14:56:55 UTC 2022","101","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch update coupons","can batch update coupons",""
"passed","Thu Jun 02 14:56:48 UTC 2022","Thu Jun 02 14:56:49 UTC 2022","343","","Orders API tests List all orders","","Orders API tests List all orders","dp (precision)","dp (precision)",""
